"Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Bacteria","Bacteria_none","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","Barnesiella intestinihominis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus piscifermentans"
"Bacteria","Bacteria_none","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia marcescens"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lapidilactobacillus","Lapidilactobacillus achengensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis alborubida"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Paralkalibacillus","Paralkalibacillus indicireducens"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Neobacillus","Neobacillus massiliamazoniensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium lactis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Limosilactobacillus fastidiosus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus simiae"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Limosilactobacillus secaliphilus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus argenteus"
"Bacteria","Bacteria_none","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae","Paludisphaera","Paludisphaera soli"
"Bacteria","Bacteria_none","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas nitroreducens"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium tertium"
"Bacteria","Bacteria_none","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Lagierella","Lagierella massiliensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium glutamicum"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Alkalibacterium","Alkalibacterium iburiense"
"Bacteria","Bacteria_none","Firmicutes","Tissierellia","Tissierellales","Tissierellaceae","Tissierella","Tissierella creatinini"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Virgibacillus","Virgibacillus doumboii"
"Bacteria","Bacteria_none","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides johnsonii"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Weissella","Weissella hellenica"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Gleimia","Gleimia europaea"
"Bacteria","Bacteria_none","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Massilimicrobiota","Massilimicrobiota timonensis"
"Bacteria","Bacteria_none","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Halopseudomonas","Halopseudomonas pertucinogena"
"Bacteria","Bacteria_none","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Shigella","Shigella dysenteriae"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Cellulomonadaceae","Actinotalea","Actinotalea subterranea"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Gorbachella","Gorbachella massiliensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus caprae"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium marinum"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Limosilactobacillus caviae"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus equinus"
"Bacteria","Bacteria_none","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas desiderata"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium cylindrosporum"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Anaerotignum","Anaerotignum lactatifermentans"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Ruaniaceae","Ruania","Ruania halotolerans"
"Bacteria","Bacteria_none","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Shigella","Shigella boydii"
"Bacteria","Bacteria_none","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Veillonella magna"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus villorum"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Romboutsia","[Clostridium] dakarense"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium ravenspurgense"
"Bacteria","Bacteria_none","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus alcaliphilus"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Propionibacteriales","Nocardioidaceae","Aeromicrobium","Aeromicrobium stalagmiti"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Ruaniaceae","Occultella","Occultella glacieicola"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus","Companilactobacillus heilongjiangensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Levilactobacillus","Levilactobacillus parabrevis"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium disporicum"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus hominis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Propionibacteriales","Nocardioidaceae","Aeromicrobium","Aeromicrobium massiliense"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium gallinarum"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lederbergia","Lederbergia citrisecundus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus","Jeotgalicoccus saudimassiliensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus gallinarum"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactiplantibacillus","Lactiplantibacillus plajomi"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium niameyense"
"Bacteria","Bacteria_none","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Pusillimonas","Pusillimonas ginsengisoli"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus kloosii"
"Bacteria","Bacteria_none","Firmicutes","Tissierellia","Tissierellales","Tissierellaceae","Tissierella","Tissierella pigra"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Nesterenkonia","Nesterenkonia alkaliphila"
"Bacteria","Bacteria_none","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Pelagibacterium","Pelagibacterium sediminicola"
"Bacteria","Bacteria_none","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Brucellaceae","Falsochrobactrum","Falsochrobactrum shanghaiense"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Saccharomonospora","Saccharomonospora piscinae"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus salipaludis"
"Bacteria","Bacteria_none","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Urinicoccus","Urinicoccus massiliensis"
"Bacteria","Bacteria_none","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes communis"
"Bacteria","Bacteria_none","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Caenimicrobium","Caenimicrobium hargitense"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Tyzzerella","[Clostridium] colinum"
"Bacteria","Bacteria_none","Firmicutes","Tissierellia","Tissierellales","Tissierellaceae","Tissierella","Tissierella creatinophila"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus","Companilactobacillus tucceti"
"Bacteria","Bacteria_none","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas","Luteimonas fraxinea"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus","Vagococcus entomophilus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lederbergia","Lederbergia citri"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium alimentarium"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Ornithinimicrobiaceae","Ornithinimicrobium","Ornithinimicrobium ciconiae"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Leucobacter","Leucobacter massiliensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Garicola","Garicola koreensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Propionimicrobium","Propionimicrobium lymphophilum"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina","Sporosarcina luteola"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Virgibacillus","Virgibacillus olivae"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Sanguibacteraceae","Sanguibacter","Sanguibacter massiliensis"
"Bacteria","Bacteria_none","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia marmotae"
"Bacteria","Bacteria_none","Firmicutes","Tissierellia","Tissierellales","Tissierellaceae","Urmitella","Urmitella timonensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus","Companilactobacillus nuruki"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Cellulomonadaceae","Cellulomonas","Cellulomonas composti"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus","Jeotgalicoccus pinnipedialis"
"Bacteria","Bacteria_none","Balneolaeota","Balneolia","Balneolales","Balneolaceae","Rhodohalobacter","Rhodohalobacter halophilus"
"Bacteria","Bacteria_none","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Nitratireductor","Nitratireductor aestuarii"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter","Mediterraneibacter faecis"
"Bacteria","Bacteria_none","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bilophila","Bilophila wadsworthia"
"Bacteria","Bacteria_none","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenella","Rikenella microfusus"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Glycomycetales","Glycomycetaceae","Stackebrandtia","Stackebrandtia nassauensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Glycomycetales","Glycomycetaceae","Stackebrandtia","Stackebrandtia albiflava"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis synnemataformans"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus debuckii"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Cytobacillus","Cytobacillus depressus"
"Bacteria","Bacteria_none","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes senegalensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Levilactobacillus","Levilactobacillus zymae"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium occultum"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia producta"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus","Companilactobacillus mindensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Tetragenococcus","Tetragenococcus solitarius"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus","Tumebacillus ginsengisoli"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Ammoniphilus","Ammoniphilus resinae"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Eisenbergiella","Eisenbergiella tayi"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus suaedae"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Saccharomonospora","Saccharomonospora colocasiae"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus lutetiensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Caldibacillus","Caldibacillus kokeshiiformis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Pseudoglutamicibacter","Pseudoglutamicibacter albus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","[Lactobacillus] timonensis"
"Bacteria","Bacteria_none","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","Phascolarctobacterium faecium"
"Bacteria","Bacteria_none","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus vaginalis"
"Bacteria","Bacteria_none","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonas","Nitrosomonas stercoris"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis"
"Bacteria","Bacteria_none","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Galbibacter","Galbibacter marinus"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Jiangellales","Jiangellaceae","Haloactinopolyspora","Haloactinopolyspora alkaliphila"
"Bacteria","Bacteria_none","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas","Luteimonas yindakuii"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Flavonifractor","Flavonifractor plautii"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina","Sporosarcina koreensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus","Companilactobacillus kimchii"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Cerasibacillus","Cerasibacillus quisquiliarum"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","Saccharopolyspora gloriosae"
"Bacteria","Bacteria_none","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola faecicola"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium pigmentatum"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Siminovitchia","Siminovitchia acidinfaciens"
"Bacteria","Bacteria_none","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides distasonis"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Agathobaculum","Agathobaculum desmolans"
"Bacteria","Bacteria_none","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia hydrogenotrophica"
"Bacteria","Bacteria_none","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium sanguinis"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium massiliodielmoense"
"Bacteria","Bacteria_none","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Paenalcaligenes","Paenalcaligenes niemegkensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Glycomycetales","Glycomycetaceae","Stackebrandtia","Stackebrandtia endophytica"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Virgibacillus","Virgibacillus chiguensis"
"Bacteria","Bacteria_none","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella","Bordetella bronchiseptica"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus","Oceanobacillus profundus"
"Bacteria","Bacteria_none","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides clarus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Alkalihalobacillus","Alkalihalobacillus nanhaiisediminis"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium saudiense"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Glycomycetales","Glycomycetaceae","Glycomyces","Glycomyces phytohabitans"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus","Oceanobacillus picturae"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus","Oceanobacillus zhaokaii"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus","Oceanobacillus kimchii"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium nuruki"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus niameyensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium maris"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium permense"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia argi"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter senegalensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycolicibacter","Mycolicibacter algericus"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter cavernae"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Dysosmobacter","Dysosmobacter welbionis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium chitae"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Saccharomonospora","Saccharomonospora azurea"
"Bacteria","Bacteria_none","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Paralcaligenes","Paralcaligenes ginsengisoli"
"Bacteria","Bacteria_none","Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Odoribacter","Odoribacter splanchnicus"
"Bacteria","Bacteria_none","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter jejuni"
"Bacteria","Bacteria_none","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus","Proteus mirabilis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Dietziaceae","Dietzia","Dietzia cercidiphylli"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Paenarthrobacter","Paenarthrobacter nitroguajacolicus"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Alkaliphilus","Alkaliphilus flagellatus"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Alkalihalophilus","Alkalihalophilus pseudofirmus"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Glycomycetales","Glycomycetaceae","Stackebrandtia","Stackebrandtia soli"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium ammoniilyticum"
"Bacteria","Bacteria_none","Firmicutes","Tissierellia","Tissierellales","Tissierellaceae","Tissierella","Tissierella praeacuta"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Siminovitchia","Siminovitchia terrae"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lederbergia","Lederbergia ruris"
"Bacteria","Bacteria_none","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Paralcaligenes","Paralcaligenes ureilyticus"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium jeotgali"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Pseudoflavonifractor","Pseudoflavonifractor phocaeensis"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium prausnitzii"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Anaeromassilibacillus","Anaeromassilibacillus senegalensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus velezensis"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Sellimonas","Sellimonas monacensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium pseudolongum"
"Bacteria","Bacteria_none","Bacteroidota","Bacteroidia","Marinilabiliales","Marinilabiliaceae","Geofilum","Geofilum rhodophaeum"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Levilactobacillus","Levilactobacillus fuyuanensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Dietziaceae","Dietzia","Dietzia cinnamea"
"Bacteria","Bacteria_none","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium lactis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus phenolicus"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycolicibacillus","Mycolicibacillus trivialis"
"Bacteria","Bacteria_none","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Oceanicella","Oceanicella actignis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Leucobacter","Leucobacter weissii"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Planococcaceae","Savagea","Savagea serpentis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Jiangellales","Jiangellaceae","Jiangella","Jiangella aurantiaca"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter crystallopoietes"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Virgibacillus","Virgibacillus soli"
"Bacteria","Bacteria_none","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Paenalcaligenes","Paenalcaligenes suwonensis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus alishanensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium horti"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Virgibacillus","Virgibacillus sediminis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactiplantibacillus","Lactiplantibacillus modestisalitolerans"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Corynebacteriales","Dietziaceae","Dietzia","Dietzia massiliensis"
"Bacteria","Bacteria_none","Actinobacteria","Actinomycetia","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium ginsengisoli"
"Bacteria","Bacteria_none","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Alcaligenes","Alcaligenes faecalis"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Planococcaceae","Kurthia","Kurthia populi"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Bacillaceae","Fredinandcohnia","Fredinandcohnia humi"
"Bacteria","Bacteria_none","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus","Jeotgalicoccus psychrophilus"
"Bacteria","Bacteria_none","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Methylocystaceae","Methylocystis","Methylocystis echinoides"
"Bacteria","Bacteria_none","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae","Paludisphaera","Paludisphaera borealis"
"Bacteria","Bacteria_none","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Incertae_sedis","Evtepia","Evtepia gabavorous"
